id,timestamp,coin,text,sentiment,label_quality
305,2026-01-26T17:00:00Z,BTC,Restaking yield finally cooling off #arb,neutral,0.83
306,2026-01-27T18:00:00Z,TIA,BTC chop is going nowhere fast #arb,bearish,0.76
307,2026-01-28T19:00:00Z,TIA,Powell speech could nuke the rally #sol,bearish,0.73
308,2026-01-01T20:00:00Z,LINK,Funding rates are flipping negative #arb,neutral,0.9
309,2026-01-02T21:00:00Z,BTC,Memecoin season is officially back #arb,neutral,0.72
310,2026-01-03T22:00:00Z,ETH,Restaking yield finally cooling off #eth,bullish,0.93
311,2026-01-04T23:00:00Z,SOL,GMX liquidity feels thin tonight #btc,bullish,0.85
312,2026-01-05T00:00:00Z,ARB,L2 rollups keep eating mainnet TVL #eth,bearish,0.86
313,2026-01-06T01:00:00Z,ETH,DeFi blue chips are coiling up #tia,neutral,0.94
314,2026-01-07T02:00:00Z,BTC,Solana DEX volume just printed a new ATH #link,bullish,0.83
315,2026-01-08T03:00:00Z,ARB,Powell speech could nuke the rally #sol,neutral,0.83
316,2026-01-09T04:00:00Z,ARB,Solana DEX volume just printed a new ATH #sol,bullish,0.82
317,2026-01-10T05:00:00Z,SOL,L2 rollups keep eating mainnet TVL #tia,bearish,0.95
318,2026-01-11T06:00:00Z,SOL,Powell speech could nuke the rally #arb,bullish,0.77
319,2026-01-12T07:00:00Z,TIA,Solana DEX volume just printed a new ATH #tia,bullish,0.82
320,2026-01-13T08:00:00Z,SOL,GMX liquidity feels thin tonight #eth,bearish,0.93
321,2026-01-14T09:00:00Z,BTC,DeFi blue chips are coiling up #link,bullish,0.86
322,2026-01-15T10:00:00Z,ETH,GMX liquidity feels thin tonight #sol,neutral,0.99
323,2026-01-16T11:00:00Z,LINK,L2 rollups keep eating mainnet TVL #eth,bullish,0.74
324,2026-01-17T12:00:00Z,ETH,L2 rollups keep eating mainnet TVL #tia,bullish,0.93
325,2026-01-18T13:00:00Z,LINK,Powell speech could nuke the rally #eth,neutral,0.85
326,2026-01-19T14:00:00Z,TIA,Funding rates are flipping negative #arb,neutral,0.98
327,2026-01-20T15:00:00Z,TIA,Funding rates are flipping negative #sol,neutral,0.79
328,2026-01-21T16:00:00Z,ARB,Powell speech could nuke the rally #arb,bearish,0.89
329,2026-01-22T17:00:00Z,SOL,Funding rates are flipping negative #btc,bearish,0.85
330,2026-01-23T18:00:00Z,SOL,BTC chop is going nowhere fast #arb,bullish,0.72
331,2026-01-24T19:00:00Z,SOL,Powell speech could nuke the rally #link,bullish,0.88
332,2026-01-25T20:00:00Z,TIA,Solana DEX volume just printed a new ATH #arb,neutral,0.87
333,2026-01-26T21:00:00Z,LINK,ETF flows look insane this week #arb,neutral,0.9
334,2026-01-27T22:00:00Z,SOL,Funding rates are flipping negative #arb,neutral,0.75
335,2026-01-28T23:00:00Z,BTC,BTC chop is going nowhere fast #btc,bearish,0.99
336,2026-01-01T00:00:00Z,BTC,DeFi blue chips are coiling up #link,bullish,0.71
337,2026-01-02T01:00:00Z,LINK,BTC chop is going nowhere fast #arb,neutral,0.86
338,2026-01-03T02:00:00Z,ETH,GMX liquidity feels thin tonight #sol,bearish,0.82
339,2026-01-04T03:00:00Z,SOL,Funding rates are flipping negative #btc,neutral,0.89
340,2026-01-05T04:00:00Z,BTC,GMX liquidity feels thin tonight #btc,neutral,0.9
341,2026-01-06T05:00:00Z,SOL,Restaking yield finally cooling off #link,neutral,0.99
342,2026-01-07T06:00:00Z,TIA,L2 rollups keep eating mainnet TVL #sol,bullish,0.87
343,2026-01-08T07:00:00Z,ETH,GMX liquidity feels thin tonight #sol,neutral,0.91
344,2026-01-09T08:00:00Z,ARB,L2 rollups keep eating mainnet TVL #tia,neutral,0.98
345,2026-01-10T09:00:00Z,SOL,DeFi blue chips are coiling up #arb,neutral,0.94
346,2026-01-11T10:00:00Z,ETH,DeFi blue chips are coiling up #btc,neutral,0.9
347,2026-01-12T11:00:00Z,TIA,GMX liquidity feels thin tonight #btc,bearish,0.79
348,2026-01-13T12:00:00Z,ETH,GMX liquidity feels thin tonight #arb,bullish,0.77
349,2026-01-14T13:00:00Z,ETH,L2 rollups keep eating mainnet TVL #btc,bearish,0.95
350,2026-01-15T14:00:00Z,BTC,DeFi blue chips are coiling up #tia,neutral,0.97
351,2026-01-16T15:00:00Z,BTC,GMX liquidity feels thin tonight #tia,bullish,0.88
352,2026-01-17T16:00:00Z,ETH,L2 rollups keep eating mainnet TVL #eth,neutral,0.93
353,2026-01-18T17:00:00Z,ETH,BTC chop is going nowhere fast #btc,bearish,0.81
354,2026-01-19T18:00:00Z,LINK,Memecoin season is officially back #arb,neutral,0.79
355,2026-01-20T19:00:00Z,LINK,BTC chop is going nowhere fast #eth,neutral,0.77
356,2026-01-21T20:00:00Z,ARB,Memecoin season is officially back #sol,neutral,0.98
357,2026-01-22T21:00:00Z,ARB,BTC chop is going nowhere fast #sol,bearish,0.85
358,2026-01-23T22:00:00Z,ARB,L2 rollups keep eating mainnet TVL #eth,neutral,0.74
359,2026-01-24T23:00:00Z,SOL,ETF flows look insane this week #link,bearish,0.96
360,2026-01-25T00:00:00Z,TIA,Powell speech could nuke the rally #link,neutral,0.96
361,2026-01-26T01:00:00Z,SOL,Powell speech could nuke the rally #eth,bearish,0.83
362,2026-01-27T02:00:00Z,TIA,L2 rollups keep eating mainnet TVL #arb,bullish,0.98
363,2026-01-28T03:00:00Z,ETH,BTC chop is going nowhere fast #sol,bullish,0.82
364,2026-01-01T04:00:00Z,ARB,DeFi blue chips are coiling up #sol,bullish,0.82
365,2026-01-02T05:00:00Z,BTC,GMX liquidity feels thin tonight #eth,bullish,0.8
366,2026-01-03T06:00:00Z,BTC,GMX liquidity feels thin tonight #eth,bullish,0.71
367,2026-01-04T07:00:00Z,ARB,L2 rollups keep eating mainnet TVL #link,bearish,0.83
368,2026-01-05T08:00:00Z,BTC,Powell speech could nuke the rally #btc,bearish,0.76
369,2026-01-06T09:00:00Z,ETH,DeFi blue chips are coiling up #link,neutral,0.86
370,2026-01-07T10:00:00Z,BTC,Restaking yield finally cooling off #eth,bearish,0.74
371,2026-01-08T11:00:00Z,ETH,Solana DEX volume just printed a new ATH #link,neutral,0.84
372,2026-01-09T12:00:00Z,BTC,BTC chop is going nowhere fast #tia,neutral,0.7
373,2026-01-10T13:00:00Z,TIA,Funding rates are flipping negative #eth,neutral,0.74
374,2026-01-11T14:00:00Z,ARB,ETF flows look insane this week #tia,bearish,0.77
375,2026-01-12T15:00:00Z,ARB,L2 rollups keep eating mainnet TVL #link,neutral,0.73
376,2026-01-13T16:00:00Z,SOL,Powell speech could nuke the rally #tia,neutral,0.85
377,2026-01-14T17:00:00Z,TIA,DeFi blue chips are coiling up #btc,bearish,0.96
378,2026-01-15T18:00:00Z,BTC,Solana DEX volume just printed a new ATH #sol,bearish,0.92
379,2026-01-16T19:00:00Z,SOL,Powell speech could nuke the rally #sol,bullish,0.92
380,2026-01-17T20:00:00Z,LINK,Powell speech could nuke the rally #tia,neutral,0.93
381,2026-01-18T21:00:00Z,ETH,ETF flows look insane this week #sol,neutral,0.8
382,2026-01-19T22:00:00Z,LINK,L2 rollups keep eating mainnet TVL #link,bearish,0.99
383,2026-01-20T23:00:00Z,ARB,L2 rollups keep eating mainnet TVL #eth,bullish,0.91
384,2026-01-21T00:00:00Z,ARB,ETF flows look insane this week #sol,bullish,0.71
385,2026-01-22T01:00:00Z,ETH,ETF flows look insane this week #sol,bearish,0.85
386,2026-01-23T02:00:00Z,TIA,BTC chop is going nowhere fast #sol,bullish,0.93
387,2026-01-24T03:00:00Z,ETH,Restaking yield finally cooling off #sol,bullish,0.96
388,2026-01-25T04:00:00Z,SOL,Restaking yield finally cooling off #btc,bearish,0.83
389,2026-01-26T05:00:00Z,ARB,BTC chop is going nowhere fast #arb,bearish,0.99
390,2026-01-27T06:00:00Z,ARB,BTC chop is going nowhere fast #sol,neutral,0.78
391,2026-01-28T07:00:00Z,BTC,Solana DEX volume just printed a new ATH #btc,bearish,0.88
392,2026-01-01T08:00:00Z,ETH,DeFi blue chips are coiling up #sol,bearish,0.73
393,2026-01-02T09:00:00Z,SOL,Restaking yield finally cooling off #sol,bearish,0.88
394,2026-01-03T10:00:00Z,ARB,L2 rollups keep eating mainnet TVL #link,bearish,0.81
395,2026-01-04T11:00:00Z,BTC,GMX liquidity feels thin tonight #tia,bearish,0.78
396,2026-01-05T12:00:00Z,BTC,Powell speech could nuke the rally #link,neutral,0.82
397,2026-01-06T13:00:00Z,TIA,L2 rollups keep eating mainnet TVL #btc,bullish,0.95
398,2026-01-07T14:00:00Z,LINK,BTC chop is going nowhere fast #btc,bullish,0.72
399,2026-01-08T15:00:00Z,LINK,GMX liquidity feels thin tonight #sol,bearish,0.98
400,2026-01-09T16:00:00Z,BTC,Funding rates are flipping negative #eth,neutral,0.83
401,2026-01-10T17:00:00Z,SOL,GMX liquidity feels thin tonight #arb,bullish,0.87
402,2026-01-11T18:00:00Z,TIA,GMX liquidity feels thin tonight #arb,bearish,0.89
403,2026-01-12T19:00:00Z,ETH,Powell speech could nuke the rally #btc,neutral,0.76
404,2026-01-13T20:00:00Z,TIA,Solana DEX volume just printed a new ATH #tia,bullish,0.78
405,2026-01-14T21:00:00Z,SOL,BTC chop is going nowhere fast #eth,neutral,0.79
406,2026-01-15T22:00:00Z,ARB,Memecoin season is officially back #btc,bullish,0.96
407,2026-01-16T23:00:00Z,ARB,L2 rollups keep eating mainnet TVL #link,bearish,1.0
408,2026-01-17T00:00:00Z,LINK,GMX liquidity feels thin tonight #link,bearish,0.91
409,2026-01-18T01:00:00Z,TIA,DeFi blue chips are coiling up #sol,bearish,0.96
410,2026-01-19T02:00:00Z,LINK,L2 rollups keep eating mainnet TVL #sol,neutral,0.77
411,2026-01-20T03:00:00Z,ETH,L2 rollups keep eating mainnet TVL #eth,bearish,0.71
412,2026-01-21T04:00:00Z,TIA,Funding rates are flipping negative #sol,bearish,0.94
413,2026-01-22T05:00:00Z,TIA,L2 rollups keep eating mainnet TVL #tia,bullish,0.72
414,2026-01-23T06:00:00Z,ARB,BTC chop is going nowhere fast #tia,bearish,0.93
415,2026-01-24T07:00:00Z,TIA,Powell speech could nuke the rally #eth,bearish,0.89
416,2026-01-25T08:00:00Z,ARB,BTC chop is going nowhere fast #link,neutral,0.8
417,2026-01-26T09:00:00Z,TIA,Funding rates are flipping negative #eth,bullish,0.83
418,2026-01-27T10:00:00Z,BTC,Powell speech could nuke the rally #tia,bullish,0.79
419,2026-01-28T11:00:00Z,ETH,GMX liquidity feels thin tonight #link,bullish,0.8
420,2026-01-01T12:00:00Z,TIA,Restaking yield finally cooling off #btc,bearish,0.76
421,2026-01-02T13:00:00Z,TIA,Restaking yield finally cooling off #eth,neutral,0.79
422,2026-01-03T14:00:00Z,TIA,Powell speech could nuke the rally #tia,neutral,0.75
423,2026-01-04T15:00:00Z,TIA,L2 rollups keep eating mainnet TVL #eth,neutral,0.89
424,2026-01-05T16:00:00Z,TIA,GMX liquidity feels thin tonight #tia,bullish,0.95
425,2026-01-06T17:00:00Z,BTC,Powell speech could nuke the rally #btc,neutral,0.93
426,2026-01-07T18:00:00Z,SOL,Memecoin season is officially back #tia,bearish,0.89
427,2026-01-08T19:00:00Z,BTC,BTC chop is going nowhere fast #link,neutral,0.79
428,2026-01-09T20:00:00Z,SOL,BTC chop is going nowhere fast #eth,neutral,0.82
429,2026-01-10T21:00:00Z,ARB,Powell speech could nuke the rally #link,bullish,0.75
430,2026-01-11T22:00:00Z,ARB,BTC chop is going nowhere fast #arb,bullish,0.8
431,2026-01-12T23:00:00Z,ETH,GMX liquidity feels thin tonight #link,bearish,0.92
432,2026-01-13T00:00:00Z,SOL,Solana DEX volume just printed a new ATH #eth,bearish,0.85
433,2026-01-14T01:00:00Z,BTC,GMX liquidity feels thin tonight #eth,bearish,0.74
434,2026-01-15T02:00:00Z,ARB,Memecoin season is officially back #eth,bullish,0.72
435,2026-01-16T03:00:00Z,ARB,Funding rates are flipping negative #arb,bullish,0.99
436,2026-01-17T04:00:00Z,ETH,GMX liquidity feels thin tonight #tia,neutral,0.79
437,2026-01-18T05:00:00Z,ETH,BTC chop is going nowhere fast #tia,bearish,0.85
438,2026-01-19T06:00:00Z,SOL,BTC chop is going nowhere fast #btc,bullish,0.98
439,2026-01-20T07:00:00Z,TIA,BTC chop is going nowhere fast #eth,bullish,0.88
440,2026-01-21T08:00:00Z,BTC,ETF flows look insane this week #sol,bearish,0.88
441,2026-01-22T09:00:00Z,LINK,BTC chop is going nowhere fast #sol,neutral,0.7
442,2026-01-23T10:00:00Z,BTC,Solana DEX volume just printed a new ATH #eth,bearish,0.92
443,2026-01-24T11:00:00Z,ARB,GMX liquidity feels thin tonight #btc,bearish,0.72
444,2026-01-25T12:00:00Z,TIA,Memecoin season is officially back #sol,neutral,0.79
445,2026-01-26T13:00:00Z,ARB,DeFi blue chips are coiling up #arb,neutral,0.78
446,2026-01-27T14:00:00Z,TIA,Funding rates are flipping negative #btc,bullish,0.99
447,2026-01-28T15:00:00Z,ARB,GMX liquidity feels thin tonight #sol,neutral,0.98
448,2026-01-01T16:00:00Z,ETH,Memecoin season is officially back #tia,neutral,0.82
449,2026-01-02T17:00:00Z,BTC,ETF flows look insane this week #btc,bullish,0.91
450,2026-01-03T18:00:00Z,ARB,DeFi blue chips are coiling up #arb,bullish,0.88
451,2026-01-04T19:00:00Z,TIA,L2 rollups keep eating mainnet TVL #sol,neutral,0.8
452,2026-01-05T20:00:00Z,ARB,Funding rates are flipping negative #link,bearish,0.88
453,2026-01-06T21:00:00Z,TIA,DeFi blue chips are coiling up #tia,bearish,0.91
454,2026-01-07T22:00:00Z,SOL,BTC chop is going nowhere fast #btc,bearish,0.8
455,2026-01-08T23:00:00Z,BTC,Solana DEX volume just printed a new ATH #tia,bearish,0.94
456,2026-01-09T00:00:00Z,LINK,ETF flows look insane this week #tia,bearish,0.78
457,2026-01-10T01:00:00Z,LINK,Funding rates are flipping negative #tia,bullish,0.92
458,2026-01-11T02:00:00Z,TIA,BTC chop is going nowhere fast #eth,neutral,0.89
459,2026-01-12T03:00:00Z,TIA,Solana DEX volume just printed a new ATH #eth,neutral,0.77
460,2026-01-13T04:00:00Z,TIA,Powell speech could nuke the rally #eth,bullish,0.83
461,2026-01-14T05:00:00Z,ARB,L2 rollups keep eating mainnet TVL #arb,neutral,0.76
462,2026-01-15T06:00:00Z,TIA,Funding rates are flipping negative #arb,neutral,0.92
463,2026-01-16T07:00:00Z,LINK,L2 rollups keep eating mainnet TVL #tia,bullish,0.87
464,2026-01-17T08:00:00Z,LINK,BTC chop is going nowhere fast #tia,bearish,0.79
465,2026-01-18T09:00:00Z,ETH,BTC chop is going nowhere fast #tia,bearish,0.86
466,2026-01-19T10:00:00Z,LINK,Restaking yield finally cooling off #tia,bearish,0.76
467,2026-01-20T11:00:00Z,ETH,Restaking yield finally cooling off #tia,bearish,0.77
468,2026-01-21T12:00:00Z,SOL,Restaking yield finally cooling off #link,bullish,0.91
469,2026-01-22T13:00:00Z,ARB,GMX liquidity feels thin tonight #arb,bearish,0.87
470,2026-01-23T14:00:00Z,LINK,Restaking yield finally cooling off #sol,bullish,0.87
471,2026-01-24T15:00:00Z,TIA,Solana DEX volume just printed a new ATH #arb,bearish,0.99
472,2026-01-25T16:00:00Z,ETH,Restaking yield finally cooling off #btc,bearish,0.99
473,2026-01-26T17:00:00Z,BTC,GMX liquidity feels thin tonight #arb,neutral,0.78
474,2026-01-27T18:00:00Z,ARB,Memecoin season is officially back #eth,neutral,0.78
475,2026-01-28T19:00:00Z,TIA,Restaking yield finally cooling off #eth,bullish,0.88
476,2026-01-01T20:00:00Z,TIA,Memecoin season is officially back #eth,bullish,0.9
477,2026-01-02T21:00:00Z,TIA,Memecoin season is officially back #link,bullish,0.72
478,2026-01-03T22:00:00Z,ARB,GMX liquidity feels thin tonight #link,bearish,0.73
479,2026-01-04T23:00:00Z,ETH,ETF flows look insane this week #tia,bullish,0.82
480,2026-01-05T00:00:00Z,ARB,BTC chop is going nowhere fast #link,bullish,0.93
481,2026-01-06T01:00:00Z,SOL,GMX liquidity feels thin tonight #sol,neutral,0.72
482,2026-01-07T02:00:00Z,BTC,Funding rates are flipping negative #eth,neutral,0.92
483,2026-01-08T03:00:00Z,BTC,L2 rollups keep eating mainnet TVL #arb,bullish,0.98
484,2026-01-09T04:00:00Z,BTC,Solana DEX volume just printed a new ATH #arb,bullish,0.98
485,2026-01-10T05:00:00Z,SOL,ETF flows look insane this week #btc,bearish,0.87
486,2026-01-11T06:00:00Z,BTC,GMX liquidity feels thin tonight #sol,bearish,1.0
487,2026-01-12T07:00:00Z,TIA,DeFi blue chips are coiling up #arb,bullish,0.96
488,2026-01-13T08:00:00Z,ARB,Restaking yield finally cooling off #eth,bullish,0.8
489,2026-01-14T09:00:00Z,LINK,BTC chop is going nowhere fast #link,bearish,0.92
490,2026-01-15T10:00:00Z,BTC,GMX liquidity feels thin tonight #sol,neutral,0.9
491,2026-01-16T11:00:00Z,ETH,L2 rollups keep eating mainnet TVL #tia,neutral,0.97
492,2026-01-17T12:00:00Z,ARB,DeFi blue chips are coiling up #sol,bullish,0.82
493,2026-01-18T13:00:00Z,BTC,L2 rollups keep eating mainnet TVL #eth,bearish,0.8
494,2026-01-19T14:00:00Z,ETH,ETF flows look insane this week #sol,bearish,0.77
495,2026-01-20T15:00:00Z,SOL,GMX liquidity feels thin tonight #sol,neutral,0.92
496,2026-01-21T16:00:00Z,BTC,Restaking yield finally cooling off #link,bearish,0.91
497,2026-01-22T17:00:00Z,BTC,Powell speech could nuke the rally #arb,bearish,0.75
498,2026-01-23T18:00:00Z,LINK,DeFi blue chips are coiling up #link,bearish,0.91
499,2026-01-24T19:00:00Z,LINK,Restaking yield finally cooling off #sol,neutral,0.77
500,2026-01-25T20:00:00Z,ETH,BTC chop is going nowhere fast #eth,bearish,0.92
501,2026-01-26T21:00:00Z,TIA,GMX liquidity feels thin tonight #arb,neutral,0.86
502,2026-01-27T22:00:00Z,ARB,DeFi blue chips are coiling up #link,bullish,0.93
503,2026-01-28T23:00:00Z,LINK,Funding rates are flipping negative #btc,neutral,0.83
504,2026-01-01T00:00:00Z,LINK,GMX liquidity feels thin tonight #btc,neutral,0.73
505,2026-01-02T01:00:00Z,TIA,DeFi blue chips are coiling up #eth,neutral,0.86
506,2026-01-03T02:00:00Z,ETH,GMX liquidity feels thin tonight #tia,bearish,0.73
507,2026-01-04T03:00:00Z,ETH,Funding rates are flipping negative #arb,bullish,0.97
508,2026-01-05T04:00:00Z,ARB,ETF flows look insane this week #arb,bullish,0.85
509,2026-01-06T05:00:00Z,ARB,Funding rates are flipping negative #btc,neutral,0.84
510,2026-01-07T06:00:00Z,SOL,ETF flows look insane this week #arb,bearish,0.94
511,2026-01-08T07:00:00Z,LINK,Memecoin season is officially back #tia,bullish,0.71
512,2026-01-09T08:00:00Z,SOL,Powell speech could nuke the rally #tia,bullish,0.98
513,2026-01-10T09:00:00Z,BTC,BTC chop is going nowhere fast #btc,bearish,0.82
514,2026-01-11T10:00:00Z,ETH,Solana DEX volume just printed a new ATH #sol,bearish,0.83
515,2026-01-12T11:00:00Z,ARB,Solana DEX volume just printed a new ATH #btc,neutral,0.99
516,2026-01-13T12:00:00Z,TIA,L2 rollups keep eating mainnet TVL #link,bearish,0.74
517,2026-01-14T13:00:00Z,TIA,Solana DEX volume just printed a new ATH #tia,bullish,0.92
518,2026-01-15T14:00:00Z,ETH,ETF flows look insane this week #btc,bearish,0.84
519,2026-01-16T15:00:00Z,LINK,DeFi blue chips are coiling up #arb,neutral,0.81
520,2026-01-17T16:00:00Z,ETH,Memecoin season is officially back #arb,bearish,0.75
521,2026-01-18T17:00:00Z,ETH,Powell speech could nuke the rally #btc,neutral,0.83
522,2026-01-19T18:00:00Z,BTC,Memecoin season is officially back #eth,bullish,0.73
523,2026-01-20T19:00:00Z,BTC,BTC chop is going nowhere fast #tia,neutral,0.91
524,2026-01-21T20:00:00Z,BTC,Memecoin season is officially back #link,bullish,0.82
525,2026-01-22T21:00:00Z,ETH,DeFi blue chips are coiling up #eth,bullish,0.74
526,2026-01-23T22:00:00Z,SOL,Memecoin season is officially back #link,neutral,0.8
527,2026-01-24T23:00:00Z,TIA,GMX liquidity feels thin tonight #eth,bearish,0.96
528,2026-01-25T00:00:00Z,LINK,DeFi blue chips are coiling up #eth,bearish,0.79
529,2026-01-26T01:00:00Z,BTC,DeFi blue chips are coiling up #tia,neutral,0.97
530,2026-01-27T02:00:00Z,LINK,Solana DEX volume just printed a new ATH #tia,bearish,0.71
531,2026-01-28T03:00:00Z,SOL,Solana DEX volume just printed a new ATH #tia,bearish,0.91
532,2026-01-01T04:00:00Z,ARB,L2 rollups keep eating mainnet TVL #sol,bearish,0.76
533,2026-01-02T05:00:00Z,TIA,BTC chop is going nowhere fast #eth,bullish,0.79
534,2026-01-03T06:00:00Z,LINK,L2 rollups keep eating mainnet TVL #arb,bullish,0.87
535,2026-01-04T07:00:00Z,ARB,DeFi blue chips are coiling up #tia,bullish,0.82
536,2026-01-05T08:00:00Z,SOL,Memecoin season is officially back #sol,neutral,0.72
537,2026-01-06T09:00:00Z,ARB,GMX liquidity feels thin tonight #btc,neutral,0.92
538,2026-01-07T10:00:00Z,ETH,ETF flows look insane this week #sol,bearish,0.9
539,2026-01-08T11:00:00Z,TIA,ETF flows look insane this week #btc,bullish,0.94
540,2026-01-09T12:00:00Z,TIA,DeFi blue chips are coiling up #eth,bearish,0.76
541,2026-01-10T13:00:00Z,SOL,Restaking yield finally cooling off #btc,bullish,0.98
542,2026-01-11T14:00:00Z,LINK,Powell speech could nuke the rally #link,bearish,0.97
543,2026-01-12T15:00:00Z,LINK,Funding rates are flipping negative #link,bullish,0.82
544,2026-01-13T16:00:00Z,ETH,DeFi blue chips are coiling up #sol,bearish,0.81
545,2026-01-14T17:00:00Z,TIA,GMX liquidity feels thin tonight #sol,bearish,0.81
546,2026-01-15T18:00:00Z,ARB,BTC chop is going nowhere fast #btc,neutral,0.84
547,2026-01-16T19:00:00Z,SOL,Memecoin season is officially back #sol,bearish,0.82
548,2026-01-17T20:00:00Z,TIA,Memecoin season is officially back #link,bullish,0.7
549,2026-01-18T21:00:00Z,TIA,Funding rates are flipping negative #tia,neutral,0.83
550,2026-01-19T22:00:00Z,ETH,Memecoin season is officially back #sol,bullish,0.81
551,2026-01-20T23:00:00Z,ETH,BTC chop is going nowhere fast #tia,neutral,0.98
552,2026-01-21T00:00:00Z,SOL,Restaking yield finally cooling off #arb,neutral,0.89
553,2026-01-22T01:00:00Z,ARB,BTC chop is going nowhere fast #eth,neutral,0.94
554,2026-01-23T02:00:00Z,ETH,L2 rollups keep eating mainnet TVL #link,neutral,0.85
555,2026-01-24T03:00:00Z,TIA,ETF flows look insane this week #tia,bullish,0.95
556,2026-01-25T04:00:00Z,BTC,ETF flows look insane this week #btc,bearish,0.74
557,2026-01-26T05:00:00Z,LINK,Memecoin season is officially back #btc,neutral,0.75
558,2026-01-27T06:00:00Z,ETH,DeFi blue chips are coiling up #arb,bearish,0.72
559,2026-01-28T07:00:00Z,LINK,Funding rates are flipping negative #arb,neutral,0.85
560,2026-01-01T08:00:00Z,BTC,DeFi blue chips are coiling up #tia,bearish,0.7
561,2026-01-02T09:00:00Z,TIA,Restaking yield finally cooling off #tia,bearish,0.71
562,2026-01-03T10:00:00Z,LINK,Solana DEX volume just printed a new ATH #eth,bullish,0.98
563,2026-01-04T11:00:00Z,TIA,L2 rollups keep eating mainnet TVL #eth,bullish,0.89
564,2026-01-05T12:00:00Z,SOL,GMX liquidity feels thin tonight #sol,bearish,0.72
565,2026-01-06T13:00:00Z,ARB,BTC chop is going nowhere fast #tia,bullish,1.0
566,2026-01-07T14:00:00Z,ETH,Restaking yield finally cooling off #link,bullish,0.9
567,2026-01-08T15:00:00Z,LINK,ETF flows look insane this week #btc,bearish,0.81
568,2026-01-09T16:00:00Z,TIA,BTC chop is going nowhere fast #btc,neutral,0.7
569,2026-01-10T17:00:00Z,ETH,Powell speech could nuke the rally #arb,bearish,0.89
570,2026-01-11T18:00:00Z,SOL,Funding rates are flipping negative #btc,neutral,0.98
571,2026-01-12T19:00:00Z,ETH,Memecoin season is officially back #link,neutral,0.84
572,2026-01-13T20:00:00Z,BTC,Powell speech could nuke the rally #link,bearish,0.97
573,2026-01-14T21:00:00Z,TIA,ETF flows look insane this week #eth,bearish,0.7
574,2026-01-15T22:00:00Z,ETH,Funding rates are flipping negative #eth,neutral,0.95
575,2026-01-16T23:00:00Z,BTC,Restaking yield finally cooling off #eth,neutral,0.77
576,2026-01-17T00:00:00Z,ARB,DeFi blue chips are coiling up #sol,bearish,0.93
577,2026-01-18T01:00:00Z,ETH,Powell speech could nuke the rally #tia,neutral,0.99
578,2026-01-19T02:00:00Z,BTC,Powell speech could nuke the rally #arb,bullish,0.95
579,2026-01-20T03:00:00Z,SOL,Funding rates are flipping negative #tia,neutral,0.82
580,2026-01-21T04:00:00Z,SOL,ETF flows look insane this week #link,bearish,0.94
581,2026-01-22T05:00:00Z,ARB,BTC chop is going nowhere fast #eth,bearish,0.87
582,2026-01-23T06:00:00Z,ARB,Solana DEX volume just printed a new ATH #eth,neutral,0.88
583,2026-01-24T07:00:00Z,ARB,Powell speech could nuke the rally #tia,bearish,0.94
584,2026-01-25T08:00:00Z,LINK,Powell speech could nuke the rally #btc,bearish,0.75
585,2026-01-26T09:00:00Z,LINK,L2 rollups keep eating mainnet TVL #link,bearish,0.8
586,2026-01-27T10:00:00Z,BTC,Powell speech could nuke the rally #btc,bearish,0.83
587,2026-01-28T11:00:00Z,SOL,Powell speech could nuke the rally #eth,bullish,0.76
588,2026-01-01T12:00:00Z,ARB,DeFi blue chips are coiling up #tia,neutral,0.82
589,2026-01-02T13:00:00Z,BTC,Powell speech could nuke the rally #sol,neutral,0.73
590,2026-01-03T14:00:00Z,TIA,GMX liquidity feels thin tonight #arb,bullish,0.79
591,2026-01-04T15:00:00Z,ARB,Powell speech could nuke the rally #link,neutral,0.97
592,2026-01-05T16:00:00Z,ETH,Funding rates are flipping negative #tia,bullish,0.91
593,2026-01-06T17:00:00Z,ETH,L2 rollups keep eating mainnet TVL #sol,bearish,0.78
594,2026-01-07T18:00:00Z,ETH,Powell speech could nuke the rally #eth,bearish,0.78
595,2026-01-08T19:00:00Z,SOL,BTC chop is going nowhere fast #btc,bearish,0.78
596,2026-01-09T20:00:00Z,ETH,BTC chop is going nowhere fast #tia,neutral,0.76
597,2026-01-10T21:00:00Z,BTC,L2 rollups keep eating mainnet TVL #sol,bullish,0.98
598,2026-01-11T22:00:00Z,SOL,Funding rates are flipping negative #arb,bearish,0.83
599,2026-01-12T23:00:00Z,ARB,Funding rates are flipping negative #eth,bearish,0.8
600,2026-01-13T00:00:00Z,LINK,Memecoin season is officially back #arb,bearish,0.75
601,2026-01-14T01:00:00Z,ARB,GMX liquidity feels thin tonight #sol,neutral,0.91
602,2026-01-15T02:00:00Z,ARB,Funding rates are flipping negative #eth,bearish,0.81
603,2026-01-16T03:00:00Z,ARB,GMX liquidity feels thin tonight #btc,neutral,0.76
604,2026-01-17T04:00:00Z,TIA,L2 rollups keep eating mainnet TVL #link,neutral,0.71
605,2026-01-18T05:00:00Z,LINK,BTC chop is going nowhere fast #link,bullish,0.83
606,2026-01-19T06:00:00Z,SOL,Powell speech could nuke the rally #arb,neutral,0.85
607,2026-01-20T07:00:00Z,LINK,Restaking yield finally cooling off #eth,bearish,0.9
608,2026-01-21T08:00:00Z,LINK,Solana DEX volume just printed a new ATH #arb,bullish,0.83
